id,Podcast_Name,Episode_Title,Episode_Length_minutes,Genre,Host_Popularity_percentage,Publication_Day,Publication_Time,Guest_Popularity_percentage,Number_of_Ads,Episode_Sentiment,Listening_Time_minutes
7638,Tech Trends,Episode 3,45.22,Technology,59.52,Tuesday,Afternoon,70.15,3.0,Neutral,16.01646
7639,Tech Trends,Episode 1,85.75,Technology,57.7,Monday,Evening,34.63,1.0,Positive,74.4672
7640,True Crime Stories,Episode 59,14.38,True Crime,65.4,Thursday,Night,78.76,1.0,Negative,13.30745
7641,Game Day,Episode 7,102.11,Sports,96.34,Wednesday,Afternoon,12.79,0.0,Neutral,79.65072
7642,Finance Focus,Episode 74,66.49,Business,88.88,Wednesday,Morning,67.41,0.0,Neutral,43.73143
7643,Music Matters,Episode 19,67.17,Music,68.23,Wednesday,Night,15.47,1.0,Neutral,40.93451
7644,Melody Mix,Episode 10,85.34,Music,46.47,Thursday,Evening,22.76,2.0,Neutral,60.14451
7645,Lifestyle Lounge,Episode 1,,Lifestyle,66.87,Tuesday,Evening,69.24,0.0,Neutral,68.02525
7646,Digital Digest,Episode 38,31.0,Technology,33.99,Tuesday,Evening,52.7,3.0,Positive,20.04908
7647,Gadget Geek,Episode 38,23.02,Technology,69.97,Tuesday,Night,50.01,2.0,Neutral,22.71093
7648,Money Matters,Episode 79,51.46,Business,87.07,Saturday,Evening,75.86,3.0,Positive,35.91879
7649,Lifestyle Lounge,Episode 95,100.16,Lifestyle,48.26,Monday,Morning,57.17,1.0,Neutral,63.95689
7650,True Crime Stories,Episode 52,10.28,True Crime,72.95,Tuesday,Morning,77.47,3.0,Positive,4.15282
7651,Joke Junction,Episode 30,50.92,Comedy,89.72,Saturday,Evening,,0.0,Positive,32.23609
7652,Sports Weekly,Episode 77,42.67,Sports,22.65,Monday,Night,29.54,0.0,Neutral,40.34259
7653,Criminal Minds,Episode 78,115.49,True Crime,98.24,Friday,Night,3.98,1.0,Positive,92.46313
7654,Daily Digest,Episode 35,29.48,News,68.65,Thursday,Morning,23.9,0.0,Neutral,22.58418
7655,Business Briefs,Episode 63,105.85,Business,24.0,Tuesday,Evening,50.38,3.0,Positive,61.25708
7656,Health Hour,Episode 91,113.26,Health,73.66,Thursday,Night,84.39,1.0,Negative,86.18627
7657,Market Masters,Episode 90,,Business,56.23,Monday,Night,4.15,3.0,Negative,38.49465
7658,Learning Lab,Episode 17,22.97,Education,40.99,Tuesday,Morning,64.91,1.0,Positive,22.2056
7659,Business Briefs,Episode 79,105.3,Business,36.9,Tuesday,Afternoon,2.17,3.0,Negative,91.81255
7660,Tune Time,Episode 19,35.35,Music,59.35,Wednesday,Afternoon,,2.0,Positive,11.19986
7661,Digital Digest,Episode 60,117.05,Technology,28.48,Tuesday,Night,65.12,1.0,Neutral,88.96679
7662,Finance Focus,Episode 54,116.84,Business,50.32,Sunday,Night,97.66,1.0,Negative,83.27333
7663,Business Briefs,Episode 6,12.09,Business,90.84,Wednesday,Night,,0.0,Negative,11.18176
7664,Wellness Wave,Episode 99,75.52,Health,77.16,Thursday,Morning,94.48,0.0,Positive,58.16902
7665,Learning Lab,Episode 46,70.5,Education,62.69,Tuesday,Evening,84.57,3.0,Neutral,52.30097
7666,Wellness Wave,Episode 34,64.15,Health,71.0,Sunday,Night,13.19,3.0,Neutral,53.30102
7667,Tech Trends,Episode 57,62.53,Technology,90.73,Wednesday,Night,,0.0,Neutral,49.87068
7668,Gadget Geek,Episode 46,109.86,Technology,96.63,Saturday,Morning,76.04,0.0,Positive,89.86948
7669,Sound Waves,Episode 73,82.19,Music,50.97,Friday,Morning,7.3,2.0,Neutral,62.5641
7670,Brain Boost,Episode 52,30.67,Education,28.23,Wednesday,Night,56.8,1.0,Positive,15.84
7671,Humor Hub,Episode 80,97.98,Comedy,71.79,Sunday,Evening,46.96,1.0,Neutral,85.75192
7672,Health Hour,Episode 25,65.58,Health,34.94,Wednesday,Evening,32.14,1.0,Positive,49.8411
7673,World Watch,Episode 3,61.47,News,48.28,Friday,Morning,70.31,3.0,Negative,51.89325
7674,Business Insights,Episode 96,19.09,Business,66.26,Tuesday,Evening,,3.0,Positive,13.12582
7675,Comedy Corner,Episode 46,66.62,Comedy,26.46,Sunday,Evening,61.2,1.0,Neutral,45.78697
7676,Learning Lab,Episode 98,46.36,Education,25.04,Friday,Evening,19.69,1.0,Positive,40.5148
7677,Lifestyle Lounge,Episode 20,71.19,Lifestyle,99.34,Friday,Afternoon,,2.0,Negative,56.37896
7678,Tune Time,Episode 23,88.17,Music,82.77,Monday,Afternoon,69.86,3.0,Negative,58.99114
7679,Funny Folks,Episode 3,54.68,Comedy,29.67,Friday,Afternoon,61.31,2.0,Negative,21.63584
7680,Style Guide,Episode 33,12.67,Lifestyle,82.48,Monday,Evening,9.69,2.0,Neutral,3.69874
7681,Gadget Geek,Episode 91,118.15,Technology,79.0,Thursday,Night,36.53,3.0,Negative,64.61118
7682,Criminal Minds,Episode 1,45.54,True Crime,78.2,Friday,Evening,6.42,2.0,Positive,38.27814
7683,Business Briefs,Episode 88,118.63,Business,29.51,Monday,Afternoon,9.75,1.0,Negative,85.10488
7684,Innovators,Episode 61,51.46,Technology,26.09,Thursday,Afternoon,62.07,3.0,Negative,36.73
7685,Life Lessons,Episode 11,114.41,Lifestyle,66.29,Wednesday,Evening,,2.0,Positive,55.18849
7686,Finance Focus,Episode 24,32.06,Business,88.01,Friday,Afternoon,73.1,0.0,Negative,24.32
7687,Game Day,Episode 86,,Sports,36.84,Sunday,Morning,89.77,2.0,Negative,9.36361
7688,Tune Time,Episode 26,,Music,98.9,Sunday,Night,67.66,0.0,Negative,87.15901
7689,Lifestyle Lounge,Episode 7,77.06,Lifestyle,71.74,Monday,Morning,7.94,1.0,Negative,70.45381
7690,Gadget Geek,Episode 97,114.32,Technology,47.28,Sunday,Afternoon,55.01,0.0,Neutral,109.53491
7691,Joke Junction,Episode 27,15.71,Comedy,64.86,Sunday,Night,59.94,2.0,Negative,13.46376
7692,Mind & Body,Episode 86,62.46,Health,86.9,Tuesday,Afternoon,86.72,1.0,Negative,46.27824
7693,Brain Boost,Episode 29,62.69,Education,29.59,Thursday,Afternoon,8.85,1.0,Negative,55.59918
7694,Current Affairs,Episode 15,109.27,News,58.9,Saturday,Night,,2.0,Neutral,89.95172
7695,Style Guide,Episode 80,21.0,Lifestyle,72.12,Saturday,Afternoon,58.0,2.0,Neutral,15.48954
7696,Humor Hub,Episode 13,13.41,Comedy,83.12,Wednesday,Evening,73.84,1.0,Positive,0.0
7697,Detective Diaries,Episode 95,15.84,True Crime,65.63,Wednesday,Evening,95.35,3.0,Negative,2.45015
7698,Business Insights,Episode 55,83.14,Business,78.17,Friday,Afternoon,89.17,0.0,Neutral,72.03562
7699,Health Hour,Episode 15,55.64,Health,44.14,Saturday,Morning,48.26,3.0,Negative,29.1527
7700,Fashion Forward,Episode 47,40.11,Lifestyle,46.02,Monday,Evening,93.98,1.0,Neutral,25.89998
7701,Digital Digest,Episode 61,82.89,Technology,84.94,Monday,Afternoon,1.97,3.0,Negative,75.13217
7702,Business Insights,Episode 43,63.7,Business,23.88,Friday,Afternoon,91.7,0.0,Neutral,62.33501
7703,Home & Living,Episode 48,102.74,Lifestyle,28.47,Monday,Afternoon,94.88,0.0,Neutral,87.63639
7704,Life Lessons,Episode 6,35.26,Lifestyle,51.85,Tuesday,Evening,65.43,3.0,Neutral,13.76
7705,Business Insights,Episode 98,99.32,Business,99.8,Thursday,Evening,27.37,0.0,Neutral,98.35887
7706,Fitness First,Episode 85,57.83,Health,93.1,Wednesday,Evening,52.69,1.0,Positive,53.97175
7707,Innovators,Episode 52,100.73,Technology,94.88,Thursday,Night,29.88,0.0,Positive,95.43361
7708,Athlete's Arena,Episode 69,109.08,Sports,98.6,Saturday,Evening,,0.0,Neutral,53.98859
7709,Global News,Episode 63,91.01,News,77.4,Wednesday,Evening,30.58,2.0,Neutral,45.04077
7710,Funny Folks,Episode 14,99.84,Comedy,37.67,Tuesday,Afternoon,9.59,2.0,Neutral,92.16642
7711,Athlete's Arena,Episode 69,110.04,Sports,84.28,Wednesday,Morning,68.22,0.0,Neutral,88.68054
7712,Sports Weekly,Episode 71,56.84,Sports,22.33,Thursday,Afternoon,3.06,3.0,Neutral,34.136
7713,Life Lessons,Episode 80,35.18,Lifestyle,22.35,Monday,Morning,69.97,0.0,Negative,26.29132
7714,Global News,Episode 69,41.4,News,26.75,Sunday,Afternoon,17.06,0.0,Positive,38.30036
7715,Mystery Matters,Episode 65,65.39,True Crime,84.4,Tuesday,Afternoon,,0.0,Negative,63.21748
7716,Tech Trends,Episode 7,36.63,Technology,41.15,Saturday,Evening,,3.0,Positive,26.78859
7717,Style Guide,Episode 87,61.63,Lifestyle,59.89,Sunday,Evening,,0.0,Neutral,36.82436
7718,True Crime Stories,Episode 77,62.56,True Crime,92.09,Wednesday,Night,84.78,1.0,Neutral,49.11123
7719,Life Lessons,Episode 67,9.08,Lifestyle,76.96,Wednesday,Night,66.34,2.0,Negative,5.78
7720,Tech Trends,Episode 23,,Technology,44.97,Friday,Evening,96.38,3.0,Negative,26.04
7721,Laugh Line,Episode 41,102.5,Comedy,32.65,Saturday,Morning,37.5,3.0,Neutral,78.8041
7722,Business Insights,Episode 20,116.84,Business,71.78,Thursday,Night,34.05,2.0,Positive,89.53823
7723,Study Sessions,Episode 53,23.06,Education,39.86,Tuesday,Afternoon,67.68,3.0,Negative,9.04803
7724,Lifestyle Lounge,Episode 64,10.08,Lifestyle,47.13,Tuesday,Night,6.45,1.0,Neutral,2.17207
7725,Tech Talks,Episode 82,92.51,Technology,31.24,Tuesday,Night,16.5,2.0,Neutral,59.6899
7726,Educational Nuggets,Episode 35,97.09,Education,66.68,Monday,Evening,39.71,0.0,Positive,64.3507
7727,Fashion Forward,Episode 43,,Lifestyle,98.15,Wednesday,Morning,9.61,1.0,Neutral,46.81374
7728,Comedy Corner,Episode 94,53.56,Comedy,23.82,Friday,Morning,62.76,2.0,Negative,37.35799
7729,Tech Trends,Episode 40,57.2,Technology,76.63,Wednesday,Evening,18.32,2.0,Positive,33.94489
7730,True Crime Stories,Episode 90,52.99,True Crime,84.79,Sunday,Night,67.61,0.0,Negative,42.46049
7731,World Watch,Episode 89,40.39,News,60.89,Saturday,Night,,1.0,Positive,31.88565
7732,Music Matters,Episode 83,85.57,Music,83.29,Wednesday,Night,72.23,1.0,Negative,55.68303
7733,World Watch,Episode 68,114.88,News,28.43,Saturday,Afternoon,63.38,2.0,Negative,81.609
7734,Joke Junction,Episode 80,78.11,Comedy,34.24,Saturday,Afternoon,32.7,0.0,Positive,36.19081
7735,Sound Waves,Episode 63,104.53,Music,70.37,Tuesday,Night,30.36,2.0,Positive,89.88537
7736,Life Lessons,Episode 51,62.42,Lifestyle,78.94,Wednesday,Evening,57.63,0.0,Neutral,49.44644
7737,Detective Diaries,Episode 71,95.07,True Crime,79.85,Tuesday,Evening,91.0,3.0,Neutral,56.02782
7738,Innovators,Episode 32,,Technology,38.37,Wednesday,Morning,31.76,1.0,Negative,57.89377
7739,Daily Digest,Episode 46,106.05,News,83.16,Thursday,Evening,83.38,0.0,Negative,86.61327
7740,Mind & Body,Episode 29,35.86,Health,77.06,Thursday,Evening,16.33,0.0,Neutral,22.43348
7741,Tech Trends,Episode 86,99.14,Technology,58.32,Thursday,Evening,37.15,3.0,Neutral,82.80231
7742,Sport Spot,Episode 22,,Sports,48.79,Sunday,Evening,27.42,0.0,Neutral,21.34416
7743,Innovators,Episode 76,72.73,Technology,76.06,Wednesday,Night,2.22,1.0,Neutral,59.79215
7744,Business Insights,Episode 77,106.7,Business,57.22,Sunday,Night,,1.0,Negative,42.83706
7745,Game Day,Episode 71,,Sports,89.25,Tuesday,Morning,71.14,0.0,Neutral,99.14
7746,Sport Spot,Episode 23,34.21,Sports,96.85,Friday,Evening,32.45,2.0,Neutral,14.96
7747,Home & Living,Episode 14,15.23,Lifestyle,74.05,Friday,Morning,16.93,1.0,Positive,13.53585
7748,Money Matters,Episode 33,25.81,Business,85.67,Monday,Morning,,2.0,Negative,7.8624
7749,Sports Weekly,Episode 35,,Sports,41.12,Sunday,Morning,26.57,3.0,Neutral,14.49057
7750,Business Insights,Episode 82,80.09,Business,33.36,Tuesday,Afternoon,23.76,0.0,Negative,41.68269
7751,Business Insights,Episode 89,27.64,Business,58.63,Friday,Night,69.76,2.0,Positive,17.12466
7752,Funny Folks,Episode 9,,Comedy,38.42,Saturday,Night,16.68,2.0,Neutral,40.35929
7753,Crime Chronicles,Episode 81,78.09,True Crime,76.5,Saturday,Afternoon,32.5,0.0,Negative,68.15838
7754,Life Lessons,Episode 53,22.99,Lifestyle,92.84,Wednesday,Night,,3.0,Neutral,6.50224
7755,Crime Chronicles,Episode 47,,True Crime,79.69,Tuesday,Morning,,1.0,Neutral,29.44112
7756,Joke Junction,Episode 73,115.76,Comedy,58.97,Sunday,Afternoon,75.62,2.0,Neutral,61.02401
7757,True Crime Stories,Episode 49,43.2,True Crime,87.59,Saturday,Afternoon,3.83,1.0,Positive,41.65934
7758,Criminal Minds,Episode 5,99.49,True Crime,23.7,Monday,Morning,40.83,1.0,Positive,66.3757
7759,Humor Hub,Episode 3,73.63,Comedy,25.53,Thursday,Evening,68.13,3.0,Neutral,40.37417
7760,Fashion Forward,Episode 31,91.16,Lifestyle,66.0,Friday,Evening,52.68,2.0,Positive,56.02801
7761,Crime Chronicles,Episode 6,104.32,True Crime,46.5,Sunday,Afternoon,68.4,1.0,Neutral,64.72885
7762,Digital Digest,Episode 73,82.61,Technology,51.63,Wednesday,Evening,9.49,1.0,Negative,60.56123
7763,Market Masters,Episode 99,7.5,Business,40.33,Tuesday,Afternoon,,0.0,Neutral,0.0
7764,Style Guide,Episode 21,111.73,Lifestyle,42.97,Saturday,Morning,7.21,0.0,Neutral,61.05586
7765,Brain Boost,Episode 67,16.9,Education,91.9,Sunday,Afternoon,62.97,1.0,Neutral,9.53633
7766,Sports Weekly,Episode 19,55.82,Sports,50.44,Thursday,Afternoon,,2.0,Neutral,28.32493
7767,Crime Chronicles,Episode 92,96.83,True Crime,77.88,Saturday,Evening,78.7,1.0,Negative,78.5368
7768,Business Briefs,Episode 4,,Business,87.75,Sunday,Night,87.93,3.0,Positive,89.72298
7769,Criminal Minds,Episode 26,42.09,True Crime,89.48,Monday,Afternoon,46.41,0.0,Positive,23.04527
7770,Learning Lab,Episode 79,116.04,Education,45.09,Tuesday,Morning,91.05,0.0,Neutral,78.37337
7771,Detective Diaries,Episode 1,25.67,True Crime,85.26,Friday,Morning,87.07,0.0,Neutral,11.58909
7772,Criminal Minds,Episode 79,97.63,True Crime,76.42,Wednesday,Night,19.3,3.0,Negative,51.13877
7773,Money Matters,Episode 24,51.3,Business,69.45,Monday,Night,31.52,3.0,Neutral,33.15237
7774,Fashion Forward,Episode 54,62.33,Lifestyle,67.54,Friday,Evening,95.86,2.0,Negative,49.75655
7775,Melody Mix,Episode 3,116.85,Music,43.23,Monday,Afternoon,71.32,3.0,Positive,89.35354
7776,Sports Weekly,Episode 5,13.12,Sports,54.13,Sunday,Evening,32.04,3.0,Negative,4.44535
7777,Learning Lab,Episode 23,117.14,Education,92.83,Monday,Afternoon,49.84,0.0,Negative,60.67205
7778,Style Guide,Episode 15,9.04,Lifestyle,46.36,Thursday,Night,54.31,1.0,Positive,5.49
7779,Market Masters,Episode 56,56.42,Business,97.62,Wednesday,Morning,38.81,2.0,Neutral,45.25327
7780,Lifestyle Lounge,Episode 7,14.09,Lifestyle,22.05,Wednesday,Afternoon,72.82,0.0,Positive,10.99651
7781,Style Guide,Episode 74,96.19,Lifestyle,76.29,Tuesday,Night,32.95,1.0,Positive,95.83295
7782,Mind & Body,Episode 35,74.27,Health,67.11,Saturday,Afternoon,53.46,3.0,Positive,56.48226
7783,Tech Talks,Episode 73,37.07,Technology,38.68,Monday,Morning,13.3,0.0,Negative,33.25516
7784,Style Guide,Episode 68,82.69,Lifestyle,27.81,Saturday,Afternoon,1.66,1.0,Positive,56.40508
7785,Funny Folks,Episode 84,93.35,Comedy,84.25,Monday,Afternoon,64.59,0.0,Negative,61.99136
7786,News Roundup,Episode 99,30.65,News,24.89,Tuesday,Afternoon,,3.0,Neutral,22.48642
7787,Style Guide,Episode 82,100.72,Lifestyle,80.4,Tuesday,Evening,75.53,1.0,Positive,87.21389
7788,Tech Trends,Episode 23,115.32,Technology,55.26,Sunday,Night,54.21,2.0,Neutral,80.36102
7789,Game Day,Episode 91,50.5,Sports,81.11,Thursday,Evening,47.7,3.0,Negative,36.85752
7790,Mystery Matters,Episode 31,104.73,True Crime,56.81,Sunday,Evening,9.19,3.0,Positive,49.67
7791,Sports Weekly,Episode 6,97.44,Sports,29.99,Sunday,Night,69.53,3.0,Negative,53.98678
7792,Fitness First,Episode 3,,Health,35.98,Monday,Night,,3.0,Positive,48.72114
7793,Health Hour,Episode 37,113.14,Health,22.45,Wednesday,Morning,56.94,0.0,Neutral,82.51483
7794,Style Guide,Episode 47,84.69,Lifestyle,58.86,Sunday,Afternoon,,2.0,Positive,62.85679
7795,News Roundup,Episode 80,101.71,News,47.59,Wednesday,Evening,35.48,3.0,Positive,48.72923
7796,Sport Spot,Episode 75,81.98,Sports,64.07,Thursday,Morning,,1.0,Positive,63.20078
7797,Tech Trends,Episode 98,118.26,Technology,83.77,Saturday,Afternoon,23.65,1.0,Positive,115.37
7798,Business Insights,Episode 81,108.06,Business,95.44,Wednesday,Night,45.1,2.0,Positive,86.7489
7799,Sports Weekly,Episode 7,,Sports,35.79,Friday,Morning,,3.0,Positive,9.59028
7800,Business Insights,Episode 66,55.77,Business,29.26,Friday,Afternoon,91.6,2.0,Positive,53.82899
7801,Humor Hub,Episode 56,68.06,Comedy,86.62,Saturday,Morning,6.74,1.0,Positive,57.31519
7802,Detective Diaries,Episode 96,13.08,True Crime,27.5,Friday,Night,26.43,2.0,Negative,7.48831
7803,Mystery Matters,Episode 39,83.35,True Crime,36.29,Saturday,Night,61.06,0.0,Negative,68.91725
7804,Health Hour,Episode 89,,Health,29.77,Friday,Night,67.77,0.0,Positive,20.58321
7805,Digital Digest,Episode 79,24.02,Technology,73.17,Tuesday,Evening,43.02,2.0,Negative,15.04965
7806,Sports Central,Episode 100,102.72,Sports,65.47,Wednesday,Afternoon,88.59,3.0,Positive,71.68552
7807,Comedy Corner,Episode 55,47.16,Comedy,67.24,Wednesday,Afternoon,,0.0,Positive,36.65626
7808,Educational Nuggets,Episode 63,63.41,Education,77.4,Monday,Morning,,2.0,Negative,36.22541
7809,Joke Junction,Episode 50,,Comedy,68.42,Sunday,Morning,34.92,0.0,Negative,51.37474
7810,Study Sessions,Episode 67,,Education,28.76,Sunday,Morning,93.19,3.0,Negative,44.39279
7811,Wellness Wave,Episode 8,62.51,Health,20.44,Saturday,Morning,73.63,0.0,Positive,53.39949
7812,Humor Hub,Episode 4,47.01,Comedy,22.95,Monday,Evening,76.81,0.0,Positive,36.84082
7813,Sports Central,Episode 35,87.5,Sports,40.35,Tuesday,Night,4.68,1.0,Negative,47.79334
7814,Criminal Minds,Episode 16,78.56,True Crime,39.29,Monday,Night,71.18,1.0,Positive,72.29
7815,Wellness Wave,Episode 78,118.1,Health,89.69,Thursday,Night,11.42,1.0,Positive,80.93463
7816,Tune Time,Episode 7,87.61,Music,23.3,Monday,Evening,5.39,1.0,Positive,78.59181
7817,Melody Mix,Episode 25,75.84,Music,68.58,Monday,Afternoon,30.78,2.0,Neutral,75.62841
7818,Home & Living,Episode 19,30.94,Lifestyle,71.26,Thursday,Morning,31.31,3.0,Negative,17.83
7819,Game Day,Episode 70,49.89,Sports,39.73,Friday,Evening,65.87,0.0,Neutral,38.42092
7820,Laugh Line,Episode 80,92.1,Comedy,84.12,Sunday,Afternoon,,2.0,Neutral,62.65846
7821,Global News,Episode 75,15.57,News,60.6,Thursday,Morning,48.0,1.0,Neutral,10.47722
7822,Laugh Line,Episode 52,45.11,Comedy,91.07,Friday,Morning,,0.0,Positive,29.98461
7823,Lifestyle Lounge,Episode 19,,Lifestyle,37.74,Sunday,Night,70.51,1.0,Neutral,30.91553
7824,Health Hour,Episode 31,14.96,Health,67.33,Sunday,Morning,30.81,3.0,Negative,13.7636
7825,Game Day,Episode 11,82.22,Sports,55.71,Friday,Evening,55.36,3.0,Negative,49.45193
7826,True Crime Stories,Episode 90,7.08,True Crime,81.08,Tuesday,Afternoon,90.84,0.0,Negative,2.2234
7827,True Crime Stories,Episode 49,30.01,True Crime,70.1,Monday,Afternoon,15.32,1.0,Negative,14.07299
7828,Digital Digest,Episode 44,111.96,Technology,47.81,Sunday,Night,22.32,2.0,Neutral,66.56947
7829,Learning Lab,Episode 59,115.83,Education,41.9,Sunday,Morning,65.93,3.0,Negative,78.38956
7830,Sports Weekly,Episode 94,92.3,Sports,23.6,Wednesday,Morning,,3.0,Negative,58.51439
7831,Business Insights,Episode 59,59.21,Business,71.84,Tuesday,Afternoon,72.82,0.0,Positive,49.75541
7832,Lifestyle Lounge,Episode 31,104.99,Lifestyle,91.98,Sunday,Afternoon,45.98,2.0,Positive,82.57498
7833,Healthy Living,Episode 47,107.6,Health,44.15,Sunday,Night,73.34,0.0,Neutral,75.83
7834,Criminal Minds,Episode 86,54.29,True Crime,54.61,Friday,Night,49.02,0.0,Negative,45.38866
7835,Athlete's Arena,Episode 67,,Sports,98.48,Sunday,Night,23.67,0.0,Neutral,24.8
7836,Tune Time,Episode 27,107.98,Music,73.54,Thursday,Evening,58.18,1.0,Negative,95.25
7837,Wellness Wave,Episode 35,9.37,Health,48.54,Friday,Evening,32.09,3.0,Positive,2.50817
7838,Home & Living,Episode 37,69.59,Lifestyle,44.31,Monday,Evening,37.52,0.0,Positive,42.63082
7839,Music Matters,Episode 51,59.38,Music,62.26,Thursday,Evening,17.08,0.0,Positive,47.58685
7840,True Crime Stories,Episode 56,111.41,True Crime,62.92,Tuesday,Evening,10.09,3.0,Neutral,75.27445
7841,Crime Chronicles,Episode 60,75.43,True Crime,93.4,Monday,Night,46.58,3.0,Positive,63.37126
7842,Current Affairs,Episode 54,102.92,News,84.02,Monday,Afternoon,55.02,1.0,Neutral,71.53377
7843,Healthy Living,Episode 27,99.49,Health,77.36,Saturday,Night,18.36,2.0,Negative,88.73043
7844,Gadget Geek,Episode 80,42.22,Technology,78.59,Monday,Night,80.57,0.0,Negative,37.35
7845,Learning Lab,Episode 53,68.26,Education,89.1,Tuesday,Night,94.42,1.0,Neutral,47.88362
7846,Detective Diaries,Episode 4,28.67,True Crime,66.74,Wednesday,Evening,35.12,2.0,Negative,13.66
7847,Finance Focus,Episode 62,53.74,Business,75.74,Thursday,Evening,69.74,3.0,Neutral,38.51583
7848,Home & Living,Episode 64,97.61,Lifestyle,64.13,Sunday,Evening,32.29,2.0,Neutral,55.82029
7849,Wellness Wave,Episode 32,80.02,Health,80.88,Sunday,Afternoon,,1.0,Neutral,73.01549
7850,Home & Living,Episode 71,76.14,Lifestyle,58.94,Friday,Afternoon,52.95,0.0,Positive,50.73012
7851,Money Matters,Episode 61,60.84,Business,61.16,Sunday,Afternoon,19.87,0.0,Negative,56.33809
7852,Money Matters,Episode 100,51.38,Business,51.57,Friday,Morning,,1.0,Negative,43.18216
7853,Tech Trends,Episode 46,64.2,Technology,22.42,Thursday,Afternoon,31.28,0.0,Positive,40.96577
7854,Innovators,Episode 91,94.98,Technology,82.54,Tuesday,Afternoon,,1.0,Negative,75.28241
7855,Mystery Matters,Episode 50,94.98,True Crime,94.15,Tuesday,Evening,52.51,1.0,Neutral,62.31882
7856,Gadget Geek,Episode 6,,Technology,29.91,Monday,Evening,60.09,0.0,Positive,32.02187
7857,Daily Digest,Episode 24,105.53,News,51.31,Monday,Evening,38.75,2.0,Neutral,78.64609
7858,Melody Mix,Episode 39,17.32,Music,81.0,Monday,Evening,,1.0,Neutral,13.99682
7859,Money Matters,Episode 40,39.91,Business,45.41,Friday,Night,17.4,1.0,Negative,29.71193
7860,Lifestyle Lounge,Episode 85,,Lifestyle,93.85,Wednesday,Afternoon,10.5,1.0,Negative,57.30515
7861,Digital Digest,Episode 61,88.84,Technology,71.18,Sunday,Morning,70.29,1.0,Neutral,74.86042
7862,Laugh Line,Episode 28,31.85,Comedy,26.97,Friday,Night,85.11,1.0,Negative,20.89
7863,Daily Digest,Episode 29,39.81,News,24.9,Friday,Morning,81.91,0.0,Positive,32.62654
7864,Melody Mix,Episode 21,83.24,Music,26.24,Tuesday,Evening,36.12,2.0,Positive,76.68373
7865,Criminal Minds,Episode 32,23.74,True Crime,32.73,Monday,Night,,3.0,Negative,10.00346
7866,Detective Diaries,Episode 62,90.44,True Crime,49.44,Sunday,Night,20.64,0.0,Neutral,79.30078
7867,World Watch,Episode 75,,News,84.09,Tuesday,Night,,2.0,Negative,68.27035
7868,True Crime Stories,Episode 62,49.67,True Crime,66.83,Sunday,Night,27.81,2.0,Neutral,37.16233
